married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
1.0,1.0,,1,0,,1,1.0,2.0,1,4.0,0.0,,7.67,1
1.0,1.0,,0,1,,2,3.0,2.0,1,4.0,0.0,1.0,7.92,1
1.0,1.0,,0,0,,5,4.0,4.0,1,3.0,5.0,,39.08,1
1.0,1.0,,1,0,,1,1.0,0.0,1,6.0,,,9.58,1
1.0,1.0,,1,0,,1,1.0,0.0,2,4.0,3.0,,6.08,2
1.0,1.0,,0,0,,6,6.0,0.0,4,6.0,3.0,,60.83,1
1.0,1.0,,1,2,,3,2.0,0.0,3,0.0,3.0,,13.67,2
1.0,1.0,,1,0,,3,3.0,0.0,3,4.0,4.0,,25.08,1
1.0,0.0,1.0,1,0,,4,4.0,0.0,3,6.0,,,,
,0.0,0.0,0,,,5,,,,,,,,
1.0,1.0,,0,0,,5,5.0,0.0,1,2.0,4.0,,40.75,1
1.0,1.0,,0,0,,4,4.0,1.0,3,5.0,2.0,,30.0,1
0.0,0.0,1.0,0,0,,6,,,1,6.0,,,0.25,
1.0,1.0,,1,0,,6,7.0,3.0,1,6.0,,,36.67,1
1.0,1.0,,1,0,,5,5.0,1.0,1,5.0,1.0,,36.83,1
,0.0,0.0,1,,,3,,,,,,,,
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,3.0,,32.0,1
1.0,1.0,,1,2,,5,5.0,4.0,1,6.0,,,13.08,1
0.0,0.0,1.0,0,0,,1,1.0,4.0,3,4.0,,1.0,7.33,
1.0,1.0,,0,0,,3,2.0,0.0,1,6.0,1.0,,4.42,1
1.0,1.0,,1,0,,1,1.0,0.0,3,3.0,1.0,,4.67,1
1.0,1.0,,1,0,,4,5.0,1.0,3,6.0,2.0,,41.67,2
1.0,1.0,,0,0,,5,5.0,0.0,4,5.0,5.0,,40.25,1
1.0,1.0,,1,0,,2,2.0,5.0,3,4.0,3.0,,8.5,1
1.0,1.0,,0,0,,4,4.0,0.0,2,6.0,1.0,,28.08,1
0.0,0.0,1.0,1,0,,4,4.0,1.0,1,4.0,,,0.58,
1.0,1.0,,1,0,,1,2.0,3.0,1,4.0,0.0,1.0,4.0,1
0.0,0.0,1.0,0,1,,5,5.0,4.0,3,3.0,1.0,1.0,0.75,
0.0,0.0,1.0,0,0,,2,2.0,0.0,1,5.0,4.0,,0.5,
1.0,1.0,,1,0,,3,3.0,3.0,3,5.0,4.0,,19.25,1
1.0,1.0,,0,0,,3,2.0,2.0,1,5.0,3.0,,13.42,3
1.0,1.0,,1,0,,4,4.0,1.0,3,4.0,3.0,,33.42,1
,0.0,0.0,0,,,3,,,,,,,,
1.0,1.0,,0,1,,5,4.0,4.0,3,4.0,0.0,,32.0,1
1.0,1.0,,1,0,,6,6.0,1.0,2,6.0,,,56.25,1
1.0,1.0,,0,0,,5,4.0,3.0,1,6.0,,,34.75,1
1.0,1.0,,0,0,,5,5.0,0.0,2,6.0,4.0,,44.25,1
,1.0,,0,0,,5,5.0,1.0,1,5.0,4.0,,,2
,1.0,,0,0,,2,1.0,2.0,1,4.0,3.0,,6.08,2
1.0,1.0,,0,0,,6,6.0,0.0,1,6.0,1.0,,56.33,1
1.0,1.0,,0,0,,6,5.0,1.0,1,5.0,3.0,,49.83,1
0.0,0.0,1.0,0,1,,5,4.0,0.0,2,1.0,,,22.08,
0.0,0.0,1.0,0,0,,1,1.0,0.0,2,6.0,,,0.83,
1.0,0.0,1.0,1,0,,5,5.0,0.0,2,5.0,5.0,,,
1.0,1.0,,1,0,,1,2.0,3.0,3,4.0,0.0,,10.5,1
1.0,1.0,,1,0,,3,3.0,2.0,3,4.0,,,,2
,1.0,,1,0,,5,5.0,2.0,3,5.0,,,1.83,2
1.0,1.0,,0,0,,3,2.0,1.0,3,6.0,5.0,,22.42,2
,1.0,,1,0,,4,4.0,1.0,0,,,,,1
0.0,0.0,1.0,0,0,,1,1.0,0.0,1,,4.0,,,
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,0,0,,5,4.0,1.0,1,5.0,,,30.42,1
0.0,0.0,1.0,1,0,,4,6.0,10.0,3,2.0,3.0,,,
0.0,0.0,1.0,0,0,,5,2.0,0.0,2,5.0,,,1.58,
1.0,1.0,,0,0,,4,3.0,0.0,3,6.0,,,30.25,1
,1.0,,1,0,,4,4.0,0.0,3,2.0,5.0,,0.08,1
1.0,1.0,,1,0,,5,5.0,0.0,4,6.0,4.0,,47.58,2
,1.0,,1,0,,5,4.0,1.0,3,3.0,1.0,,12.58,1
1.0,1.0,,1,0,,4,4.0,1.0,0,5.0,1.0,,33.75,1
1.0,1.0,,1,0,,3,2.0,2.0,1,5.0,1.0,,17.83,2
,1.0,,0,1,,3,5.0,4.0,3,5.0,,,17.75,2
1.0,0.0,1.0,1,0,,5,5.0,0.0,3,3.0,,,,
1.0,1.0,,1,0,,6,6.0,4.0,2,1.0,2.0,,59.08,2
0.0,0.0,1.0,0,0,,1,1.0,3.0,1,5.0,4.0,,0.42,
1.0,1.0,,1,0,,2,2.0,2.0,3,5.0,4.0,,20.33,2
,1.0,,0,0,,1,1.0,2.0,3,4.0,,,5.5,1
1.0,0.0,1.0,1,0,,8,8.0,3.0,3,4.0,3.0,,,
,1.0,,1,0,,4,3.0,1.0,3,6.0,,,3.58,1
,1.0,,0,0,,5,5.0,0.0,3,1.0,0.0,1.0,2.42,3
1.0,1.0,,0,0,,6,4.0,4.0,1,2.0,,,19.75,2
1.0,1.0,,0,0,,6,6.0,0.0,1,5.0,3.0,,56.83,1
1.0,1.0,,0,0,,4,4.0,0.0,1,4.0,4.0,,40.08,2
1.0,1.0,,1,0,,5,6.0,2.0,4,6.0,2.0,,47.0,1
,1.0,,0,1,,2,1.0,3.0,1,5.0,0.0,1.0,0.83,2
1.0,1.0,,1,0,,5,5.0,0.0,3,6.0,,,47.42,1
1.0,0.0,1.0,1,0,,6,6.0,0.0,3,5.0,5.0,,,
1.0,1.0,,1,0,,3,3.0,1.0,3,3.0,1.0,,15.83,1
0.0,0.0,1.0,1,0,,4,4.0,0.0,1,4.0,1.0,,11.08,
1.0,1.0,,1,0,,6,6.0,4.0,4,4.0,4.0,,,1
1.0,1.0,,0,0,,2,2.0,1.0,3,6.0,,,17.25,1
,1.0,,1,0,,1,1.0,0.0,3,5.0,0.0,1.0,9.58,2
1.0,1.0,,0,0,,4,4.0,1.0,3,5.0,3.0,,38.92,1
,1.0,,1,0,,2,2.0,4.5,3,6.0,3.0,,14.33,1
1.0,1.0,,1,0,,2,2.0,0.0,3,4.0,4.0,,7.17,1
,1.0,,0,0,,4,4.0,1.0,3,3.0,4.0,,8.08,1
,1.0,,1,0,,1,1.0,0.0,1,3.0,4.0,,0.42,1
1.0,1.0,,1,0,,1,2.0,2.0,3,4.0,0.0,,4.58,1
0.0,0.0,1.0,0,0,,2,2.0,2.0,1,1.0,3.0,1.0,3.42,
1.0,1.0,,1,0,,4,4.0,1.0,1,5.0,4.0,,39.08,1
1.0,1.0,,1,0,,5,5.0,0.0,2,4.0,1.0,,27.83,1
,1.0,,0,0,,4,1.0,0.0,1,6.0,0.0,,1.0,1
1.0,1.0,,1,0,,5,5.0,2.0,2,4.0,1.0,,40.83,2
1.0,1.0,,1,0,,4,5.0,0.0,3,5.0,4.0,,27.83,1
1.0,1.0,,1,0,,4,4.0,0.0,4,5.0,1.0,,27.92,1
0.0,0.0,1.0,0,1,,4,2.0,4.0,1,3.0,0.0,1.0,2.08,
1.0,1.0,,0,0,,4,3.0,0.0,3,4.0,2.0,,27.83,1
1.0,0.0,1.0,0,0,,4,4.0,1.0,1,5.0,,,,
1.0,1.0,,1,0,,2,2.0,1.0,2,4.0,0.0,,14.67,1
0.0,0.0,1.0,1,2,,4,3.0,4.0,1,3.0,,,23.67,
,1.0,,0,0,,3,2.0,1.0,4,2.0,3.0,,4.42,3
,1.0,,0,0,,3,3.0,0.0,1,4.0,0.0,,3.42,1
1.0,1.0,,0,0,,2,2.0,0.0,2,4.0,0.0,,8.67,2
0.0,0.0,1.0,0,0,,1,1.0,2.0,1,5.0,1.0,,2.33,
,1.0,,0,0,,3,5.0,1.0,1,3.0,0.0,,8.08,1
1.0,1.0,,0,0,,1,1.0,1.0,1,6.0,,,11.25,1
1.0,1.0,,1,0,,4,4.0,0.0,3,4.0,,,20.58,1
1.0,1.0,,1,0,,3,3.0,0.0,3,3.0,3.0,,25.33,1
1.0,1.0,,0,0,,3,3.0,0.0,1,6.0,,,17.42,2
,1.0,,0,0,,1,1.0,1.0,1,4.0,4.0,,6.42,2
1.0,1.0,,0,0,,5,4.0,0.0,3,5.0,1.0,,,1
1.0,1.0,,0,0,,5,5.0,0.0,2,6.0,,,14.42,1
1.0,1.0,,1,0,,3,3.0,1.0,3,6.0,4.0,,31.58,1
,1.0,,0,0,,4,4.0,2.0,1,6.0,4.0,,3.83,1
0.0,0.0,1.0,0,0,,1,1.0,0.0,1,6.0,2.0,,3.25,
,1.0,,1,0,,6,6.0,1.0,3,4.0,2.0,,10.33,1
,1.0,,1,0,,1,1.0,1.0,1,3.0,0.0,,3.5,1
1.0,1.0,,0,0,,3,2.0,0.0,1,3.0,2.0,,17.75,1
1.0,1.0,,0,0,,5,5.0,1.0,1,2.0,5.0,,46.0,1
1.0,1.0,,0,0,,2,3.0,3.0,1,5.0,0.0,,9.67,2
1.0,1.0,,1,0,,1,1.0,0.0,3,4.0,4.0,,11.67,1
,1.0,,0,1,,1,2.0,3.0,3,6.0,0.0,,3.33,2
1.0,1.0,,0,0,,3,3.0,0.0,1,6.0,,,26.92,1
0.0,0.0,1.0,0,1,,3,4.0,0.0,3,5.0,1.0,1.0,0.17,
1.0,1.0,,0,0,,3,3.0,4.5,1,5.0,1.0,,18.42,2
1.0,1.0,,0,0,,1,1.0,0.0,1,6.0,5.0,,5.92,1
1.0,1.0,,0,0,,5,5.0,3.0,3,4.0,,,45.58,2
1.0,1.0,,1,0,,5,5.0,7.0,3,6.0,1.0,,35.25,1
1.0,1.0,,1,0,,3,2.0,2.0,3,6.0,1.0,,9.42,1
,1.0,,1,0,,1,2.0,2.0,2,4.0,1.0,,0.08,2
1.0,1.0,,1,0,,3,3.0,2.0,3,6.0,5.0,,18.08,1
,1.0,,1,0,,1,1.0,0.0,3,6.0,4.0,1.0,3.75,3
1.0,1.0,,0,0,,3,2.0,3.0,1,4.0,1.0,,22.75,2
1.0,1.0,,0,0,,4,4.0,0.0,1,2.0,1.0,,33.75,2
1.0,1.0,,1,0,,6,6.0,3.0,3,6.0,,,54.25,1
,1.0,,0,0,,1,1.0,0.0,1,4.0,3.0,,6.08,2
1.0,1.0,,1,0,,5,5.0,0.0,1,3.0,1.0,,26.58,2
1.0,1.0,,1,0,,4,5.0,1.0,1,4.0,,,31.75,1
1.0,0.0,1.0,1,0,,6,7.0,0.0,3,3.0,3.0,,,
0.0,0.0,1.0,0,0,,1,4.0,1.0,1,4.0,,,0.17,
1.0,1.0,,1,0,,2,3.0,0.0,3,4.0,,,10.17,2
,1.0,,1,0,,1,2.0,4.0,3,6.0,3.0,,0.5,1
,1.0,,1,0,,4,4.0,4.0,3,4.0,0.0,1.0,0.33,3
1.0,1.0,,1,0,,4,5.0,0.0,1,5.0,3.0,,33.5,1
,1.0,,1,0,,2,2.0,0.0,1,5.0,0.0,1.0,0.08,1
1.0,1.0,,0,0,,6,6.0,2.0,1,6.0,3.0,,55.58,1
,,,0,,,5,,,,,,,,
1.0,1.0,,0,0,,2,2.0,1.0,1,5.0,3.0,,,1
0.0,0.0,1.0,1,0,,1,1.0,3.0,1,4.0,0.0,,2.83,
1.0,1.0,,1,0,,3,3.0,3.0,3,4.0,1.0,,10.75,2
1.0,1.0,,0,0,,5,5.0,2.0,1,6.0,4.0,,42.25,2
1.0,1.0,,0,0,,3,3.0,1.0,2,5.0,,,17.0,1
0.0,0.0,1.0,0,0,,6,6.0,0.0,1,6.0,,,0.75,
1.0,1.0,,1,0,,2,2.0,2.0,3,5.0,3.0,,16.42,1
,1.0,,1,0,,4,4.0,4.0,1,3.0,,,12.92,2
1.0,1.0,,0,0,,3,4.0,1.0,3,5.0,,,24.08,1
1.0,0.0,1.0,1,0,,5,6.0,0.0,3,6.0,1.0,,,
,0.0,0.0,1,,,1,,,,,,,,
1.0,1.0,,0,0,,6,6.0,1.0,3,6.0,1.0,,51.08,3
,1.0,,1,0,,5,5.0,1.0,3,3.0,2.0,,23.08,3
1.0,1.0,,0,0,,7,6.0,0.0,1,5.0,5.0,,10.33,1
0.0,0.0,1.0,0,1,,5,2.0,2.0,1,5.0,,,3.92,
1.0,0.0,1.0,1,0,,5,5.0,1.0,1,6.0,4.0,,,
1.0,1.0,,1,0,,5,6.0,1.0,3,6.0,,,55.42,1
0.0,0.0,1.0,0,1,,5,4.0,0.0,3,4.0,4.0,,12.92,
0.0,0.0,1.0,1,0,,5,5.0,3.0,2,1.0,1.0,,5.83,
,1.0,,0,0,,1,1.0,0.0,1,2.0,1.0,,2.08,3
1.0,1.0,,0,0,,6,6.0,3.0,1,6.0,,,52.75,2
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,,,30.83,1
1.0,1.0,,0,0,,3,3.0,1.0,1,4.0,0.0,,16.25,1
1.0,1.0,,1,0,,5,5.0,1.0,3,6.0,1.0,,41.0,1
1.0,1.0,,0,0,,0,0.0,1.0,2,6.0,1.0,,0.67,1
,1.0,,0,0,,5,5.0,1.0,1,1.0,0.0,,0.67,1
,1.0,,1,2,,4,2.0,0.0,2,6.0,0.0,,14.42,1
1.0,1.0,,0,0,,5,4.0,5.0,2,4.0,1.0,,36.42,1
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,5.0,,32.42,1
1.0,1.0,,0,0,,7,6.0,2.0,1,6.0,,,56.5,1
,1.0,,1,0,,5,5.0,0.0,1,2.0,,,17.83,1
,1.0,,0,1,,4,2.0,1.0,1,3.0,0.0,,3.92,1
0.0,0.0,1.0,1,0,,1,1.0,1.0,3,3.0,,,1.67,
1.0,1.0,,0,0,,6,5.0,4.0,1,2.0,4.0,,54.42,1
1.0,1.0,,1,0,,4,3.0,0.0,3,5.0,1.0,,19.75,2
1.0,1.0,,1,0,,4,4.0,4.0,3,5.0,,,34.33,1
,1.0,,1,0,,2,4.0,1.0,3,6.0,,,4.0,2
1.0,1.0,,1,0,,4,4.0,4.0,2,6.0,2.0,,26.0,1
1.0,1.0,,1,0,,6,6.0,1.0,4,6.0,3.0,,54.08,2
,1.0,,1,0,,2,2.0,3.0,1,4.0,0.0,,11.42,2
1.0,1.0,,0,0,,4,4.0,0.0,1,6.0,4.0,,25.5,1
,0.0,0.0,0,,,1,,,,,,,,
0.0,0.0,1.0,0,0,,3,6.0,0.0,3,2.0,2.0,,6.25,
1.0,1.0,,0,0,,4,4.0,4.0,3,6.0,0.0,,17.33,1
1.0,1.0,,1,0,,4,4.0,0.0,3,4.0,,,31.25,1
1.0,1.0,,1,0,,6,6.0,0.0,2,5.0,1.0,,32.58,2
1.0,1.0,,0,0,,5,5.0,0.0,1,3.0,3.0,,42.42,2
,1.0,,1,2,,4,4.0,2.0,3,6.0,,,16.17,1
1.0,1.0,,0,0,,2,2.0,3.0,1,4.0,1.0,,13.75,2
1.0,1.0,,0,0,,7,7.0,4.0,4,5.0,2.0,,15.0,1
0.0,0.0,1.0,0,1,,4,4.0,2.0,1,5.0,,,,
,1.0,,0,0,,2,3.0,1.0,3,4.0,,1.0,0.67,2
1.0,1.0,,1,0,,2,2.0,0.0,3,6.0,3.0,,16.58,1
,1.0,,0,0,,3,3.0,4.0,1,6.0,1.0,,4.33,1
1.0,0.0,1.0,0,0,,6,6.0,1.0,1,5.0,5.0,,,
,1.0,,1,0,,2,3.0,3.5,3,6.0,,,4.17,2
,1.0,,0,0,,5,6.0,4.0,2,5.0,,1.0,2.08,2
1.0,1.0,,1,0,,6,6.0,3.0,2,6.0,1.0,,28.5,1
1.0,1.0,,0,0,,6,5.0,1.0,1,2.0,,,19.17,2
,1.0,,1,0,,2,2.0,1.0,1,4.0,,,12.25,3
,1.0,,0,0,,3,2.0,0.0,1,5.0,0.0,1.0,13.08,2
1.0,1.0,,0,0,,4,4.0,2.0,1,5.0,3.0,,37.33,2
1.0,1.0,,0,0,,3,3.0,3.0,1,4.0,,,35.42,1
0.0,0.0,1.0,0,0,,1,1.0,0.0,4,5.0,5.0,,0.25,
1.0,1.0,,1,0,,4,4.0,1.0,3,5.0,,,35.0,2
,1.0,,1,0,,2,2.0,1.0,3,3.0,4.0,,22.83,2
1.0,1.0,,1,0,,2,4.0,4.0,3,6.0,2.0,,8.33,3
1.0,1.0,,0,0,,5,5.0,1.0,2,6.0,3.0,,43.58,2
,1.0,,0,0,,1,1.0,0.0,3,6.0,0.0,1.0,0.08,2
1.0,1.0,,0,0,,2,2.0,1.0,1,4.0,1.0,,11.92,1
1.0,1.0,,0,0,,6,5.0,0.0,3,5.0,3.0,,,1
1.0,1.0,,1,0,,1,1.0,0.0,3,4.0,4.0,,9.67,1
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,1.0,,29.67,2
1.0,1.0,,0,0,,3,3.0,1.0,3,6.0,1.0,,15.17,1
1.0,1.0,,0,0,,7,7.0,1.0,1,5.0,3.0,,60.83,1
1.0,1.0,,1,0,,7,7.0,2.0,2,4.0,,,61.92,1
1.0,1.0,,0,0,,5,5.0,7.0,1,4.0,0.0,,18.08,2
1.0,1.0,,0,0,,4,4.0,0.0,1,5.0,1.0,,23.08,2
1.0,1.0,,0,0,,4,4.0,2.0,1,6.0,4.0,,,1
,1.0,,0,0,,6,6.0,3.0,1,5.0,0.0,,0.25,1
1.0,1.0,,1,2,,1,1.0,2.0,3,6.0,4.0,,9.42,1
1.0,1.0,,1,0,,5,5.0,1.0,3,4.0,4.0,,40.17,1
,1.0,,0,0,,2,2.0,1.0,2,4.0,,1.0,0.0,1
1.0,1.0,,1,0,,5,6.0,0.0,3,2.0,4.0,,44.92,1
0.0,0.0,1.0,0,0,,1,4.0,2.0,1,4.0,0.0,,0.5,
1.0,1.0,,0,0,,5,5.0,4.0,1,2.0,,,31.67,2
1.0,1.0,,1,0,,5,5.0,3.0,3,6.0,4.0,,46.58,1
1.0,1.0,,0,0,,6,5.0,1.0,1,5.0,3.0,,51.0,1
1.0,1.0,,1,0,,5,5.0,6.5,3,3.0,1.0,,48.33,1
0.0,0.0,1.0,1,0,,2,,8.0,3,5.0,,,,
,1.0,,1,2,,1,1.0,3.0,1,4.0,0.0,1.0,1.17,2
1.0,1.0,,0,0,,4,4.0,4.0,1,6.0,1.0,,33.92,1
1.0,1.0,,1,0,,6,6.0,4.0,1,3.0,,,49.75,1
1.0,1.0,,0,0,,3,3.0,1.0,2,6.0,4.0,,22.83,1
1.0,1.0,,0,0,,4,4.0,0.0,1,5.0,,,33.42,1
1.0,1.0,,0,0,,3,3.0,0.0,3,6.0,4.0,,32.25,1
,1.0,,1,0,,1,2.0,0.0,2,5.0,3.0,,3.33,1
1.0,0.0,1.0,0,0,,1,1.0,4.0,0,3.0,,1.0,,
,1.0,,1,0,,4,4.0,3.0,3,3.0,0.0,,0.75,3
1.0,0.0,1.0,1,0,,6,6.0,1.0,3,6.0,3.0,,,
,1.0,,1,0,,5,2.0,3.0,1,3.0,0.0,,0.08,2
1.0,1.0,,1,0,,6,6.0,5.0,3,6.0,,,56.08,2
0.0,0.0,1.0,1,2,,1,1.0,0.0,4,6.0,3.0,,0.0,
1.0,1.0,,0,0,,3,4.0,4.0,2,6.0,1.0,,15.67,2
1.0,1.0,,0,0,,7,6.0,0.0,0,4.0,2.0,,53.92,1
1.0,1.0,,0,0,,4,4.0,1.0,1,6.0,1.0,,35.42,2
0.0,0.0,1.0,1,0,,2,2.0,1.0,2,5.0,3.0,,4.5,
0.0,0.0,1.0,0,1,,4,3.0,1.0,1,3.0,2.0,,3.25,
1.0,1.0,,1,0,,5,5.0,4.0,4,6.0,,,,3
,1.0,,1,0,,3,4.0,1.0,2,4.0,3.0,,0.58,3
,1.0,,0,0,,5,5.0,2.0,2,1.0,1.0,,35.5,1
1.0,1.0,,1,0,,3,3.0,0.0,0,6.0,1.0,,14.58,1
1.0,1.0,,1,0,,1,1.0,0.0,2,5.0,4.0,,5.33,1
1.0,1.0,,1,0,,4,4.0,1.0,3,6.0,3.0,,34.25,2
,1.0,,1,0,,4,4.0,0.0,1,4.0,0.0,,8.25,1
1.0,1.0,,1,0,,3,4.0,0.0,3,4.0,,,25.58,1
1.0,0.0,1.0,0,0,,7,7.0,1.0,1,5.0,4.0,,,
1.0,0.0,1.0,1,0,,6,6.0,2.0,3,5.0,,,,
1.0,1.0,,1,0,,6,6.0,1.0,1,6.0,4.0,,54.5,1
1.0,1.0,,1,0,,4,4.0,0.0,3,4.0,2.0,,29.42,1
0.0,0.0,1.0,0,0,,1,1.0,2.0,1,4.0,3.0,1.0,4.08,
1.0,1.0,,1,0,,3,3.0,1.0,3,4.0,4.0,,28.92,1
,1.0,,1,0,,6,7.0,2.0,3,6.0,5.0,,14.17,2
1.0,1.0,,0,0,,6,6.0,1.0,1,4.0,5.0,,59.5,1
1.0,1.0,,0,0,,3,2.0,1.0,1,6.0,0.0,,13.0,2
0.0,0.0,1.0,0,1,,4,2.0,0.0,1,3.0,,1.0,2.5,
1.0,1.0,,1,0,,4,4.0,2.0,3,4.0,4.0,,16.42,2
1.0,1.0,,1,0,,6,6.0,2.0,3,4.0,3.0,,55.83,1
1.0,1.0,,0,0,,2,2.0,2.0,1,6.0,4.0,1.0,12.0,2
1.0,1.0,,0,0,,4,4.0,0.0,3,5.0,4.0,,42.5,2
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,,,47.0,1
1.0,1.0,,0,0,,6,5.0,1.0,1,6.0,4.0,,48.42,1
1.0,1.0,,0,0,,5,4.0,3.0,1,5.0,3.0,,31.08,2
1.0,1.0,,0,0,,5,5.0,1.0,1,5.0,4.0,,48.75,1
,1.0,,0,0,,3,3.0,3.0,3,4.0,2.0,,23.0,2
1.0,1.0,,1,0,,4,5.0,0.0,3,6.0,3.0,,42.67,1
1.0,1.0,,0,0,,6,6.0,4.0,3,6.0,5.0,,55.83,2
1.0,1.0,,1,0,,1,1.0,2.0,3,4.0,4.0,,13.25,1
1.0,1.0,,0,0,,4,4.0,1.0,1,5.0,1.0,,2.08,1
1.0,1.0,,1,0,,1,1.0,0.0,2,0.0,4.0,,6.0,1
1.0,1.0,,0,0,,4,4.0,1.0,1,4.0,,,12.58,3
1.0,1.0,,1,0,,6,7.0,4.0,4,6.0,1.0,,55.5,1
1.0,1.0,,1,0,,6,6.0,5.0,3,6.0,2.0,,,1
1.0,1.0,,1,0,,5,4.0,0.0,3,6.0,3.0,,40.0,1
1.0,1.0,,1,0,,2,2.0,0.0,2,4.0,,,7.0,1
1.0,1.0,,1,0,,4,4.0,0.0,3,4.0,1.0,,27.75,2
1.0,1.0,,0,0,,5,5.0,2.0,1,6.0,1.0,,42.58,1
1.0,0.0,1.0,1,0,,4,5.0,0.0,3,2.0,1.0,1.0,,
1.0,1.0,,1,0,,5,5.0,0.0,3,4.0,4.0,,32.83,2
1.0,1.0,,0,0,,5,5.0,4.0,1,5.0,,,,1
0.0,0.0,1.0,1,0,,1,1.0,3.0,3,5.0,1.0,1.0,0.25,
1.0,1.0,,1,0,,2,2.0,1.0,3,4.0,4.0,,16.5,1
1.0,1.0,,1,0,,5,5.0,1.0,1,4.0,5.0,,21.83,1
1.0,1.0,,0,0,,6,5.0,3.0,1,5.0,4.0,,51.5,2
0.0,0.0,1.0,0,0,,1,1.0,0.0,2,5.0,4.0,,0.5,
1.0,1.0,,1,0,,4,5.0,0.0,2,4.0,1.0,,26.17,1
1.0,1.0,,1,0,,5,5.0,2.0,3,6.0,,,28.92,4
1.0,1.0,,0,0,,4,4.0,0.0,1,4.0,4.0,,34.33,2
,1.0,,1,0,,1,1.0,0.0,1,5.0,1.0,,2.75,2
1.0,1.0,,0,0,,1,1.0,0.0,1,5.0,1.0,,0.25,1
,1.0,,1,0,,0,0.0,1.0,3,4.0,4.0,,2.25,1
1.0,1.0,,0,0,,6,6.0,0.0,2,6.0,,,48.42,1
1.0,1.0,,0,0,,2,2.0,0.0,1,6.0,,,11.33,1
0.0,0.0,1.0,1,0,,5,6.0,1.0,1,3.0,1.0,,6.08,
,1.0,,1,0,,1,1.0,0.0,1,3.0,4.0,,10.5,1
,1.0,,0,1,,4,6.0,5.0,3,6.0,1.0,,36.83,2
1.0,1.0,,0,0,,5,2.0,0.0,1,6.0,0.0,,5.83,1
1.0,1.0,,1,0,,4,4.0,0.0,1,6.0,4.0,,33.0,1
1.0,1.0,,0,0,,7,7.0,1.0,4,2.0,3.0,,63.75,2
1.0,1.0,,0,0,,4,5.0,4.0,1,6.0,1.0,,29.0,1
1.0,1.0,,0,0,,4,4.0,4.5,2,3.0,,,25.33,1
1.0,0.0,1.0,1,0,,6,6.0,1.0,1,3.0,4.0,,,
1.0,1.0,,0,0,,4,4.0,1.0,1,6.0,,,32.5,1
0.0,0.0,1.0,1,0,,6,6.0,4.0,2,6.0,,,,
1.0,1.0,,1,0,,4,4.0,0.0,3,3.0,1.0,,41.92,1
1.0,1.0,,0,0,,2,2.0,0.0,1,5.0,,,25.92,2
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,0,0,,7,6.0,4.0,1,6.0,1.0,,41.0,1
1.0,1.0,,0,0,,4,4.0,4.0,3,5.0,,,31.83,1
,1.0,,1,0,,1,1.0,4.0,1,4.0,4.0,,5.75,1
1.0,1.0,,0,0,,6,6.0,0.0,2,6.0,4.0,,55.75,1
1.0,1.0,,1,0,,4,5.0,0.0,3,5.0,5.0,,37.58,1
,1.0,,0,0,,1,0.0,1.0,3,4.0,,,1.08,2
,1.0,,1,0,,1,1.0,0.0,1,5.0,2.0,,5.17,1
1.0,1.0,,1,0,,4,4.0,2.0,3,4.0,5.0,,30.67,2
1.0,1.0,,0,0,,3,2.0,3.0,1,3.0,,,,3
1.0,1.0,,1,0,,5,4.0,1.0,3,5.0,1.0,,19.67,2
1.0,1.0,,0,0,,4,3.0,1.0,1,6.0,,,27.08,2
1.0,1.0,,0,0,,6,6.0,0.0,1,4.0,3.0,,,1
1.0,1.0,,1,0,,4,3.0,1.0,3,5.0,5.0,,13.33,1
,1.0,,0,1,,4,4.0,1.0,3,6.0,,,26.0,2
1.0,1.0,,0,0,,6,6.0,3.0,1,6.0,,,54.33,1
,1.0,,1,0,,4,4.0,2.0,1,6.0,0.0,,1.17,3
1.0,1.0,,0,0,,5,4.0,1.0,1,5.0,,,30.83,2
0.0,0.0,1.0,1,0,,4,5.0,1.0,2,5.0,3.0,,18.0,
1.0,0.0,1.0,1,0,,5,6.0,0.0,3,4.0,5.0,,,
1.0,1.0,,1,0,,3,3.0,0.0,2,2.0,,,23.5,1
,1.0,,1,0,,4,3.0,4.0,4,3.0,3.0,,11.0,2
1.0,1.0,,1,0,,7,,4.0,1,,3.0,,66.0,3
1.0,0.0,1.0,1,0,,5,5.0,4.0,2,4.0,3.0,,,
0.0,0.0,1.0,1,0,,6,6.0,4.0,3,4.0,0.0,,17.67,
1.0,1.0,,1,0,,6,5.0,3.0,3,5.0,3.0,,27.92,1
1.0,0.0,1.0,1,0,,1,2.0,0.0,2,5.0,4.0,,,
1.0,0.0,1.0,1,0,,3,3.0,0.0,1,0.0,,,,
1.0,1.0,,1,0,,4,5.0,1.0,3,5.0,2.0,,43.08,2
1.0,1.0,,1,0,,7,7.0,4.0,3,6.0,1.0,,57.67,1
,1.0,,1,0,,0,1.0,0.0,2,4.0,3.0,,1.17,2
