married / was married,couple,any relation,respondent gender,couple gender,interracial couple,respondent age,partner age,education gap,couple salary gap,couple political stability,meeting interface,try app service,relation duration [year],relation quality
1.0,1.0,,0,0,,7,6.0,3.0,1,6.0,1.0,,55.75,1
1.0,1.0,,1,0,,5,5.0,0.0,3,1.0,4.0,,22.08,1
1.0,1.0,,1,0,,5,5.0,1.0,4,6.0,,,18.33,1
1.0,1.0,,0,0,,7,6.0,0.0,1,6.0,2.0,,56.67,1
1.0,1.0,,1,0,,3,2.0,1.0,1,6.0,,1.0,9.0,5
,0.0,0.0,1,,,0,,,,,,,,
1.0,1.0,,1,0,,2,3.0,0.0,3,4.0,,,10.92,1
1.0,1.0,,1,0,,4,3.0,0.0,3,3.0,3.0,,17.33,1
1.0,1.0,,1,0,,2,2.0,0.0,3,5.0,1.0,,9.67,2
1.0,1.0,,1,0,,4,5.0,0.0,3,6.0,1.0,,33.25,1
1.0,1.0,,0,0,,3,3.0,1.0,2,4.0,3.0,,27.42,1
,1.0,,0,1,,2,3.0,4.0,3,6.0,0.0,,0.0,2
1.0,1.0,,0,0,,6,5.0,2.0,2,5.0,4.0,,47.17,1
,1.0,,0,0,,4,4.0,0.0,1,6.0,5.0,,2.42,1
,1.0,,0,0,,4,3.0,0.0,1,5.0,,,3.83,1
1.0,1.0,,1,0,,6,6.0,3.0,4,4.0,4.0,,50.75,1
1.0,1.0,,1,0,,5,4.0,3.0,3,5.0,,,35.0,1
1.0,1.0,,1,0,,5,5.0,0.0,4,5.0,1.0,,46.92,2
1.0,0.0,1.0,1,0,,6,7.0,1.0,3,5.0,,,,
1.0,1.0,,0,0,,6,5.0,6.0,1,4.0,,,34.08,2
1.0,1.0,,1,0,,1,1.0,0.0,3,4.0,4.0,,11.58,1
1.0,1.0,,0,0,,5,5.0,1.0,1,5.0,,,44.92,1
1.0,1.0,,0,0,,2,2.0,1.0,3,2.0,4.0,,14.75,1
,1.0,,1,0,,4,1.0,1.0,3,5.0,4.0,,7.33,2
1.0,1.0,,0,0,,5,4.0,3.0,2,4.0,,,10.17,2
1.0,0.0,1.0,0,0,,6,6.0,0.0,2,4.0,,,,
1.0,1.0,,0,0,,4,4.0,1.0,1,6.0,1.0,,8.83,1
,1.0,,1,0,,1,1.0,0.0,1,4.0,0.0,,1.75,2
0.0,0.0,1.0,0,0,,2,2.0,4.0,3,5.0,4.0,,0.67,
0.0,0.0,1.0,0,0,,4,4.0,0.0,3,6.0,4.0,,2.92,
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,0,0,,6,6.0,0.0,1,5.0,4.0,,53.92,1
,1.0,,1,0,,1,2.0,0.0,2,4.0,3.0,,5.5,1
1.0,1.0,,0,0,,6,6.0,2.0,4,6.0,3.0,,53.92,1
1.0,1.0,,0,0,,4,4.0,1.0,1,4.0,1.0,,32.42,1
1.0,1.0,,0,0,,7,7.0,3.0,1,5.0,4.0,,61.67,2
1.0,1.0,,1,0,,4,4.0,1.0,3,5.0,1.0,,27.5,1
0.0,0.0,1.0,1,0,,7,7.0,0.0,3,6.0,4.0,,,
1.0,1.0,,1,0,,3,3.0,3.0,3,6.0,2.0,,21.67,1
1.0,1.0,,1,0,,4,5.0,0.0,3,5.0,3.0,,40.0,1
0.0,0.0,1.0,0,1,,5,4.0,0.0,1,5.0,,,1.75,
,1.0,,0,1,,5,4.0,2.0,1,4.0,3.0,1.0,19.58,2
,1.0,,1,2,,1,1.0,3.0,1,5.0,0.0,1.0,0.67,1
1.0,1.0,,1,0,,1,2.0,2.0,2,6.0,3.0,,8.0,1
,1.0,,1,0,,1,1.0,4.0,1,3.0,4.0,,1.0,1
1.0,1.0,,0,0,,5,5.0,1.0,1,4.0,4.0,1.0,48.08,2
1.0,1.0,,1,0,,5,5.0,0.0,3,6.0,4.0,,50.25,2
1.0,1.0,,0,0,,4,4.0,2.0,2,6.0,,,35.42,1
1.0,1.0,,0,0,,2,1.0,0.0,3,2.0,,,10.0,1
,1.0,,0,1,,4,1.0,2.0,1,4.0,0.0,1.0,0.33,2
,1.0,,0,0,,2,2.0,4.0,3,5.0,,1.0,0.58,2
1.0,1.0,,1,0,,1,2.0,1.0,1,4.0,3.0,,11.0,2
1.0,1.0,,0,0,,6,6.0,0.0,2,3.0,3.0,,51.0,1
0.0,0.0,1.0,1,0,,1,1.0,4.0,1,3.0,,,1.08,
,1.0,,1,0,,2,2.0,1.0,2,5.0,1.0,,6.42,1
1.0,1.0,,0,0,,5,6.0,7.0,1,4.0,,,37.75,2
1.0,1.0,,1,2,,2,2.0,3.0,1,4.0,3.0,,14.75,2
1.0,1.0,,1,0,,1,1.0,1.0,3,1.0,4.0,1.0,3.67,2
1.0,1.0,,1,0,,4,4.0,6.0,1,2.0,2.0,,15.08,2
1.0,1.0,,1,0,,1,2.0,0.0,3,4.0,0.0,,5.75,2
1.0,1.0,,0,0,,5,5.0,3.0,3,5.0,1.0,1.0,13.83,1
0.0,0.0,1.0,0,1,,6,4.0,5.0,1,,,,1.0,
1.0,1.0,,0,0,,6,6.0,0.0,4,2.0,3.0,1.0,55.33,2
,1.0,,1,2,,3,1.0,4.0,1,3.0,,,2.5,1
0.0,0.0,1.0,1,0,,1,2.0,0.0,3,2.0,1.0,,4.25,
,1.0,,1,0,,1,1.0,0.0,2,4.0,,,4.0,2
,1.0,,0,0,,2,2.0,1.0,3,5.0,,,9.58,2
1.0,1.0,,0,0,,3,2.0,1.0,3,4.0,0.0,,8.75,1
,1.0,,1,0,,1,1.0,0.0,1,6.0,,,5.42,1
1.0,1.0,,1,0,,4,4.0,0.0,3,5.0,2.0,,31.58,2
1.0,1.0,,0,0,,4,5.0,0.0,1,6.0,,,43.92,1
0.0,0.0,1.0,0,0,,0,0.0,1.0,2,4.0,4.0,1.0,0.0,
1.0,1.0,,0,0,,5,5.0,4.0,1,4.0,4.0,,39.17,1
,1.0,,1,0,,1,1.0,2.0,2,4.0,0.0,,1.08,3
,1.0,,0,1,,2,2.0,1.0,2,6.0,,1.0,13.08,3
,1.0,,1,0,,2,2.0,0.0,3,5.0,3.0,,6.08,1
,1.0,,1,2,,2,2.0,3.0,3,6.0,,,1.08,1
,1.0,,0,0,,3,3.0,1.0,1,4.0,2.0,,4.0,2
,1.0,,1,2,,5,3.0,4.0,3,1.0,0.0,,5.83,1
1.0,1.0,,0,0,,4,4.0,4.0,2,5.0,,,32.17,1
1.0,1.0,,0,1,,2,3.0,3.0,1,4.0,,,14.5,2
1.0,1.0,,1,0,,2,2.0,0.0,3,5.0,1.0,,9.67,1
0.0,0.0,1.0,1,0,,2,2.0,2.0,1,6.0,,,5.0,
1.0,1.0,,1,0,,6,6.0,1.0,1,6.0,1.0,,55.0,3
1.0,1.0,,0,0,,3,3.0,2.0,1,5.0,4.0,,5.5,1
,1.0,,1,0,,2,2.0,1.0,3,4.0,0.0,,7.17,3
,0.0,0.0,0,,,1,,,,,,,,
,1.0,,1,0,,3,3.0,2.0,1,3.0,3.0,,18.75,3
,1.0,,0,0,,1,1.0,0.0,2,4.0,,,0.0,2
1.0,0.0,1.0,1,0,,6,7.0,0.0,3,4.0,,,,
1.0,1.0,,0,0,,4,5.0,1.0,1,6.0,3.0,,46.0,1
1.0,1.0,,0,1,,4,4.0,4.0,1,6.0,3.0,,33.5,1
1.0,1.0,,0,0,,5,5.0,0.0,1,6.0,3.0,,46.5,1
0.0,0.0,1.0,0,0,,1,1.0,1.0,4,4.0,1.0,1.0,0.0,
,1.0,,0,0,,5,5.0,0.0,3,6.0,0.0,,7.58,1
1.0,1.0,,1,0,,2,2.0,0.0,3,3.0,,,19.08,2
1.0,1.0,,0,0,,1,1.0,0.0,1,2.0,4.0,,9.58,2
,1.0,,0,0,,5,4.0,2.0,1,3.0,,,8.67,1
1.0,1.0,,1,0,,2,2.0,0.0,3,6.0,0.0,,12.67,2
1.0,1.0,,0,0,,6,6.0,1.0,3,5.0,4.0,,57.08,1
,1.0,,0,0,,1,1.0,0.0,1,6.0,1.0,,7.58,1
0.0,0.0,1.0,1,0,,1,1.0,1.0,1,6.0,0.0,1.0,0.67,
1.0,1.0,,0,0,,4,4.0,0.0,3,4.0,1.0,,36.5,1
,1.0,,0,0,,5,5.0,2.0,3,6.0,3.0,,9.75,2
1.0,1.0,,1,0,,3,3.0,1.0,1,4.0,3.0,,15.67,1
0.0,0.0,1.0,0,0,,3,3.0,1.0,1,4.0,0.0,,1.92,
,1.0,,1,0,,1,1.0,1.0,2,4.0,4.0,,11.25,1
,1.0,,1,0,,1,1.0,0.0,3,4.0,0.0,,2.75,2
1.0,1.0,,0,0,,5,5.0,1.0,1,3.0,4.0,,49.42,1
1.0,1.0,,0,0,,2,3.0,3.0,3,5.0,0.0,,15.33,2
,1.0,,1,0,,3,3.0,1.0,2,4.0,3.0,,22.58,2
1.0,1.0,,1,0,,2,2.0,1.0,3,4.0,4.0,,9.75,1
,1.0,,1,0,,2,2.0,0.0,3,5.0,,,3.0,1
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,3.0,,26.17,2
0.0,0.0,1.0,0,0,,4,2.0,3.0,1,3.0,,,42.0,
1.0,1.0,,0,0,,5,5.0,0.0,4,5.0,4.0,,45.83,1
1.0,1.0,,1,0,,2,2.0,0.0,3,4.0,3.0,,17.0,2
1.0,1.0,,0,0,,5,5.0,0.0,1,5.0,5.0,,36.83,1
1.0,1.0,,0,1,,3,2.0,0.0,3,6.0,,1.0,11.67,1
0.0,0.0,1.0,1,0,,6,6.0,0.0,1,3.0,4.0,,52.33,
0.0,0.0,1.0,1,0,,5,5.0,0.0,1,3.0,0.0,,0.42,
,1.0,,0,1,,4,3.0,1.0,3,6.0,,1.0,18.58,1
0.0,0.0,1.0,1,0,,1,1.0,4.0,1,5.0,,,0.83,
,1.0,,1,0,,2,4.0,1.0,1,5.0,3.0,1.0,0.92,1
1.0,1.0,,0,0,,6,6.0,1.0,2,4.0,3.0,,27.75,1
1.0,1.0,,1,0,,1,1.0,0.0,2,5.0,2.0,,6.58,2
1.0,1.0,,0,0,,5,5.0,5.0,1,4.0,1.0,,29.58,2
1.0,1.0,,0,0,,4,4.0,0.0,1,5.0,,1.0,30.0,1
,1.0,,1,0,,1,1.0,3.0,1,4.0,4.0,,8.92,3
1.0,1.0,,0,0,,5,5.0,0.0,3,5.0,4.0,,46.42,3
,1.0,,1,0,,3,3.0,3.0,1,5.0,4.0,,30.33,2
,1.0,,0,1,,1,1.0,0.0,2,5.0,0.0,,5.25,1
1.0,1.0,,1,0,,4,5.0,5.5,1,4.0,3.0,,22.33,3
1.0,0.0,1.0,0,0,,6,6.0,0.0,1,6.0,4.0,,,
1.0,1.0,,0,0,,3,3.0,1.0,1,6.0,,,30.08,2
1.0,1.0,,0,0,,1,1.0,0.0,3,5.0,4.0,,12.42,1
1.0,1.0,,1,0,,4,4.0,1.0,2,6.0,3.0,,37.92,1
1.0,1.0,,1,0,,2,2.0,0.0,3,4.0,4.0,,15.67,1
1.0,1.0,,0,0,,5,6.0,0.0,1,4.0,3.0,,29.5,1
,0.0,0.0,0,,,1,,,,,,,,
0.0,0.0,1.0,0,1,,2,1.0,4.0,1,2.0,0.0,1.0,0.92,
,1.0,,0,0,,1,2.0,3.0,1,6.0,1.0,,0.0,3
,1.0,,1,2,,3,4.0,4.0,2,4.0,3.0,,8.17,3
1.0,1.0,,0,0,,3,3.0,3.0,4,5.0,,,9.92,1
1.0,1.0,,0,0,,6,4.0,0.0,3,5.0,3.0,,29.25,1
1.0,0.0,1.0,1,0,,5,6.0,0.0,2,4.0,3.0,,,
,1.0,,1,0,,3,4.0,0.0,3,4.0,3.0,,8.33,2
1.0,1.0,,1,0,,2,4.0,0.0,3,6.0,1.0,,7.25,1
0.0,0.0,1.0,0,0,,2,4.0,8.0,1,0.0,,,0.0,
1.0,1.0,,1,0,,5,5.0,2.0,2,5.0,4.0,,44.67,2
0.0,0.0,1.0,1,0,,5,6.0,1.0,0,5.0,3.0,,3.92,
0.0,0.0,1.0,1,0,,1,2.0,2.0,1,1.0,4.0,,2.0,
,1.0,,0,1,,4,3.0,4.0,1,4.0,,,6.25,1
1.0,1.0,,0,0,,3,4.0,1.0,3,5.0,1.0,,17.67,2
1.0,1.0,,0,0,,6,6.0,0.0,1,4.0,2.0,,44.25,1
,0.0,0.0,0,,,3,,,,,,,,
,1.0,,0,1,,3,3.0,2.0,1,6.0,,,4.08,1
,0.0,0.0,0,,,1,,,,,,,,
,1.0,,0,0,,3,3.0,0.0,2,4.0,0.0,,4.25,2
1.0,1.0,,0,0,,2,1.0,2.0,1,4.0,1.0,,9.75,2
1.0,1.0,,0,0,,5,5.0,4.0,1,6.0,1.0,,31.92,3
0.0,0.0,1.0,1,0,,2,2.0,12.0,1,3.0,3.0,,0.92,
1.0,1.0,,0,0,,2,2.0,3.0,2,5.0,1.0,,14.75,2
,1.0,,1,0,,2,5.0,4.0,3,6.0,3.0,1.0,0.33,2
,1.0,,1,0,,1,3.0,0.0,3,3.0,3.0,,12.0,3
1.0,1.0,,1,0,,4,4.0,1.0,3,6.0,1.0,,31.17,1
1.0,1.0,,0,0,,5,5.0,1.0,2,5.0,3.0,,47.67,1
1.0,0.0,1.0,1,0,,2,3.0,2.0,3,6.0,,,,
1.0,1.0,,0,0,,4,3.0,1.0,1,6.0,3.0,,18.92,1
,1.0,,1,0,,1,1.0,2.0,1,2.0,3.0,,3.33,3
,1.0,,0,0,,2,2.0,2.0,1,4.0,3.0,,1.5,1
1.0,1.0,,0,0,,6,5.0,0.0,1,6.0,1.0,,26.25,1
1.0,1.0,,0,0,,5,5.0,2.0,3,5.0,2.0,,27.08,1
0.0,0.0,1.0,1,0,,4,4.0,0.0,2,6.0,4.0,,12.67,
1.0,1.0,,0,0,,4,3.0,0.0,1,2.0,3.0,,27.83,2
1.0,0.0,1.0,1,0,,5,7.0,0.0,1,4.0,,,,
1.0,1.0,,0,0,,4,3.0,6.5,2,4.0,,,19.33,1
1.0,1.0,,1,0,,2,2.0,4.0,3,6.0,0.0,,6.58,1
,1.0,,1,0,,3,4.0,8.0,2,4.0,,,8.17,2
1.0,1.0,,0,0,,4,3.0,0.0,1,6.0,3.0,,28.75,1
,1.0,,0,0,,1,1.0,0.0,1,5.0,1.0,,6.58,1
1.0,1.0,,1,0,,5,5.0,2.0,3,6.0,4.0,,40.33,1
1.0,1.0,,0,0,,5,5.0,0.0,3,4.0,3.0,,44.67,2
,1.0,,1,0,,4,4.0,2.0,1,6.0,0.0,,1.33,2
1.0,1.0,,1,0,,1,1.0,3.0,3,5.0,4.0,,7.5,2
,1.0,,1,0,,1,1.0,3.0,1,5.0,3.0,,0.17,2
1.0,1.0,,1,0,,2,3.0,3.0,1,6.0,1.0,,17.92,1
1.0,1.0,,0,0,,4,3.0,2.0,4,5.0,3.0,,21.25,2
0.0,0.0,1.0,0,0,,4,5.0,2.0,3,5.0,,,14.75,
1.0,0.0,1.0,0,0,,3,2.0,1.0,1,5.0,1.0,,,
,0.0,0.0,1,,,1,,,,,,,,
1.0,1.0,,0,0,,5,5.0,2.0,1,6.0,2.0,,42.5,1
1.0,1.0,,0,0,,1,1.0,1.0,1,3.0,4.0,,7.25,1
1.0,1.0,,1,0,,6,6.0,2.0,3,4.0,3.0,,33.0,1
1.0,1.0,,0,0,,4,4.0,2.0,1,6.0,3.0,,37.58,2
1.0,0.0,1.0,1,0,,5,6.0,3.0,3,4.0,,,,
,1.0,,0,0,,6,6.0,3.0,3,5.0,0.0,,8.5,1
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,0.0,,11.5,1
1.0,1.0,,1,0,,4,,0.0,1,5.0,1.0,,28.83,2
0.0,0.0,1.0,1,0,,4,4.0,2.0,1,6.0,,,0.33,
,1.0,,1,0,,1,1.0,4.0,3,5.0,1.0,,1.83,2
,1.0,,1,0,,3,3.0,3.0,2,1.0,0.0,,1.67,2
1.0,1.0,,0,0,,5,5.0,5.0,1,6.0,3.0,,42.42,1
1.0,1.0,,0,0,,2,2.0,0.0,1,4.0,4.0,,12.5,1
1.0,1.0,,1,0,,2,2.0,0.0,2,5.0,4.0,,18.83,1
1.0,1.0,,0,0,,2,2.0,8.0,3,6.0,4.0,,16.42,1
0.0,0.0,1.0,0,1,,5,4.0,4.0,1,4.0,,,,
1.0,1.0,,0,0,,5,4.0,0.0,1,5.0,3.0,,24.67,2
1.0,1.0,,1,0,,2,4.0,0.0,3,6.0,3.0,,2.5,1
1.0,1.0,,1,0,,5,6.0,5.0,3,4.0,5.0,,,1
1.0,1.0,,1,0,,4,4.0,,1,6.0,4.0,,39.75,3
1.0,1.0,,0,0,,2,3.0,3.0,2,5.0,,,16.75,1
0.0,0.0,1.0,0,0,,4,5.0,3.0,4,1.0,0.0,1.0,0.5,
1.0,1.0,,1,0,,6,6.0,2.0,1,5.0,4.0,,61.17,1
1.0,1.0,,1,0,,4,5.0,2.0,2,6.0,4.0,,40.17,1
,0.0,0.0,0,,,1,,,,,,,,
,1.0,,1,0,,1,1.0,3.0,3,6.0,4.0,,8.17,1
1.0,1.0,,0,0,,4,4.0,4.0,1,5.0,5.0,,15.67,1
0.0,0.0,1.0,0,1,,1,2.0,0.0,2,6.0,,1.0,,
1.0,1.0,,0,0,,4,4.0,1.0,1,6.0,3.0,,33.75,1
1.0,0.0,1.0,1,0,,6,6.0,1.0,1,2.0,,,,
,1.0,,1,0,,2,1.0,0.0,3,6.0,0.0,1.0,0.33,2
,0.0,0.0,0,,,5,,,,,,,,
,1.0,,1,0,,1,1.0,0.0,3,6.0,4.0,1.0,7.5,2
,0.0,0.0,0,,,0,,,,,,,,
1.0,1.0,,0,0,,6,5.0,0.0,1,5.0,4.0,,67.33,1
1.0,1.0,,1,0,,4,4.0,1.0,3,5.0,1.0,,35.83,1
1.0,1.0,,1,0,,4,5.0,1.0,1,4.0,,,29.92,1
1.0,1.0,,1,0,,4,4.0,0.0,3,5.0,4.0,,38.25,1
1.0,0.0,1.0,0,0,,6,6.0,4.5,1,4.0,3.0,,,
1.0,1.0,,1,0,,3,3.0,3.0,1,1.0,0.0,,8.75,2
1.0,1.0,,1,0,,7,7.0,4.0,4,5.0,3.0,,63.0,1
1.0,1.0,,0,0,,5,5.0,2.0,1,,5.0,,45.83,1
1.0,1.0,,1,0,,2,2.0,1.0,3,5.0,4.0,,13.58,1
,1.0,,0,0,,1,1.0,0.0,3,5.0,1.0,,0.67,2
1.0,1.0,,0,0,,2,2.0,0.0,1,5.0,0.0,,4.58,1
0.0,0.0,1.0,1,0,,2,2.0,2.0,3,1.0,4.0,,2.25,
0.0,0.0,1.0,1,0,,1,1.0,1.0,3,4.0,1.0,,0.17,
1.0,1.0,,0,0,,2,2.0,1.0,1,5.0,4.0,,17.83,1
,1.0,,0,0,,3,2.0,0.0,1,5.0,1.0,,4.42,2
,1.0,,0,0,,5,5.0,2.0,3,6.0,,,13.5,3
1.0,1.0,,0,0,,6,6.0,4.0,1,6.0,3.0,,65.08,2
1.0,1.0,,0,0,,2,2.0,0.0,1,6.0,2.0,,15.58,1
1.0,1.0,,0,0,,3,3.0,3.0,1,4.0,4.0,,23.42,2
1.0,1.0,,1,0,,4,5.0,2.0,1,4.0,4.0,,29.17,1
1.0,1.0,,1,0,,6,5.0,3.0,3,6.0,4.0,,54.42,1
1.0,1.0,,1,0,,5,6.0,4.0,4,6.0,3.0,,40.5,1
1.0,1.0,,0,0,,6,5.0,3.0,2,6.0,3.0,,31.92,1
,1.0,,1,0,,1,1.0,0.0,2,5.0,4.0,,3.25,1
1.0,1.0,,0,0,,3,3.0,7.0,1,6.0,0.0,,15.67,1
1.0,1.0,,1,0,,6,7.0,1.0,2,6.0,2.0,,56.58,1
,0.0,0.0,1,,,1,,,,,,,,
1.0,1.0,,1,0,,2,3.0,0.0,3,6.0,4.0,,14.17,1
1.0,1.0,,0,0,,6,6.0,4.0,1,3.0,,,41.5,1
1.0,1.0,,0,0,,5,5.0,0.0,3,6.0,,,36.67,1
1.0,1.0,,1,0,,5,4.0,4.5,3,5.0,1.0,,21.17,1
,1.0,,1,0,,4,3.0,1.0,1,6.0,,1.0,1.25,2
1.0,1.0,,0,0,,2,2.0,1.0,1,5.0,2.0,1.0,,1
1.0,1.0,,1,0,,3,4.0,0.0,3,5.0,0.0,,12.0,2
0.0,0.0,1.0,0,0,,1,1.0,0.0,1,3.0,,,0.75,
1.0,1.0,,0,0,,4,4.0,0.0,1,6.0,1.0,,,1
,1.0,,1,0,,1,2.0,3.0,3,6.0,1.0,,10.42,1
,0.0,0.0,0,,,1,,,,,,,,
1.0,1.0,,0,0,,5,6.0,1.0,3,5.0,,,33.75,2
1.0,1.0,,1,0,,5,5.0,1.0,4,3.0,2.0,,,1
1.0,1.0,,1,0,,5,5.0,0.0,3,5.0,,,43.67,1
1.0,1.0,,1,0,,4,5.0,3.0,1,6.0,,,,1
1.0,1.0,,1,0,,6,6.0,0.0,1,5.0,4.0,,60.83,2
,0.0,0.0,0,,,1,,,,,,,,
,1.0,,1,0,,4,4.0,1.0,2,2.0,0.0,,13.83,1
1.0,1.0,,0,0,,5,5.0,2.0,4,4.0,,,35.25,2
1.0,1.0,,0,0,,2,2.0,0.0,1,6.0,3.0,,8.17,1
1.0,0.0,1.0,1,0,,4,5.0,3.0,3,6.0,,,,
1.0,1.0,,0,0,,4,3.0,0.0,1,3.0,5.0,,31.92,1
1.0,1.0,,1,0,,3,3.0,1.0,3,6.0,,,13.75,1
,1.0,,1,2,,1,1.0,4.0,2,5.0,0.0,,0.0,2
1.0,1.0,,1,0,,6,6.0,0.0,4,6.0,2.0,,50.92,1
1.0,1.0,,0,0,,2,2.0,2.0,1,5.0,,1.0,19.17,3
,1.0,,1,0,,5,5.0,1.0,2,1.0,0.0,1.0,,2
1.0,0.0,1.0,1,0,,7,7.0,4.0,3,6.0,3.0,,,
,1.0,,1,0,,2,2.0,2.0,3,6.0,4.0,,17.08,1
,0.0,0.0,0,,,3,,,,,,,,
,1.0,,1,0,,1,1.0,3.0,1,2.0,1.0,,4.42,1
,1.0,,1,0,,4,4.0,3.0,3,5.0,,,0.08,2
1.0,1.0,,1,0,,6,7.0,3.0,2,6.0,3.0,,57.25,1
,1.0,,1,0,,4,4.0,4.0,3,4.0,,,6.5,1
1.0,1.0,,0,0,,4,3.0,1.0,3,6.0,,,17.25,3
1.0,1.0,,1,0,,5,5.0,1.0,2,6.0,,,20.25,2
0.0,0.0,1.0,1,0,,0,1.0,1.0,2,2.0,3.0,1.0,0.08,
1.0,1.0,,0,0,,4,4.0,3.0,1,4.0,5.0,,26.58,1
0.0,0.0,1.0,1,0,,6,5.0,0.0,1,4.0,,,6.92,
0.0,0.0,1.0,0,0,,5,5.0,5.0,1,1.0,4.0,,1.42,
1.0,0.0,1.0,1,0,,4,4.0,1.0,2,1.0,3.0,,,
0.0,0.0,1.0,0,0,,3,3.0,3.0,1,6.0,1.0,1.0,0.17,
0.0,0.0,1.0,0,0,,0,0.0,1.0,2,3.0,4.0,1.0,0.17,
0.0,0.0,1.0,0,1,,6,5.0,3.0,1,6.0,2.0,,21.08,
0.0,0.0,1.0,0,0,,2,,,0,,4.0,1.0,,
0.0,0.0,1.0,1,0,,6,6.0,0.0,3,6.0,,,8.08,
,1.0,,1,2,,4,5.0,4.0,1,4.0,,,14.42,1
1.0,1.0,,1,0,,5,5.0,4.0,1,6.0,,,30.5,1
1.0,1.0,,1,0,,6,6.0,1.0,2,3.0,4.0,,48.17,1
,1.0,,0,0,,0,0.0,1.0,2,5.0,,,0.25,1
0.0,0.0,1.0,0,1,,4,3.0,0.0,2,5.0,0.0,1.0,1.0,
0.0,0.0,1.0,1,0,,2,1.0,2.0,4,4.0,2.0,,0.5,
1.0,1.0,,0,0,,5,,,1,,,,42.17,0
0.0,0.0,1.0,0,0,,4,5.0,5.0,1,5.0,0.0,,3.33,
1.0,1.0,,0,0,,5,4.0,4.0,1,6.0,,,38.08,1
,1.0,,0,0,,0,0.0,1.0,4,2.0,4.0,,1.5,1
,1.0,,1,0,,5,4.0,4.0,3,3.0,0.0,1.0,0.67,2
1.0,1.0,,0,0,,4,4.0,3.0,3,6.0,3.0,,34.5,1
,0.0,0.0,0,,,4,,,,,,,,
1.0,1.0,,0,0,,3,3.0,4.0,1,5.0,,,20.83,2
1.0,1.0,,1,0,,5,5.0,1.0,1,4.0,4.0,,47.17,2
1.0,1.0,,1,0,,4,4.0,0.0,3,6.0,4.0,,36.67,1
1.0,1.0,,1,0,,5,4.0,0.0,3,1.0,1.0,,25.42,1
1.0,1.0,,0,0,,4,3.0,0.0,3,4.0,,,7.5,2
1.0,1.0,,0,0,,4,4.0,3.0,1,6.0,,,23.58,1
,1.0,,0,0,,4,4.0,0.0,2,4.0,,,2.83,1
1.0,1.0,,1,0,,5,4.0,3.0,3,5.0,1.0,,25.5,3
1.0,0.0,1.0,1,0,,6,6.0,1.0,3,4.0,,,,
1.0,1.0,,0,0,,2,2.0,3.0,1,6.0,4.0,,14.67,1
0.0,0.0,1.0,0,0,,1,,0.0,3,,,,0.92,
1.0,1.0,,0,0,,3,3.0,1.0,1,6.0,1.0,,18.08,3
0.0,0.0,1.0,1,0,,5,6.0,1.0,1,6.0,3.0,,25.83,
,1.0,,1,0,,3,3.0,2.0,3,5.0,0.0,,3.67,2
1.0,1.0,,1,2,,3,4.0,1.0,3,4.0,1.0,,10.83,1
1.0,1.0,,1,0,,3,4.0,1.0,1,5.0,0.0,,4.42,2
1.0,0.0,1.0,1,0,,5,5.0,3.0,1,6.0,4.0,,,
,1.0,,0,1,,2,2.0,3.0,1,5.0,0.0,,8.08,3
1.0,1.0,,0,0,,3,3.0,1.0,3,5.0,1.0,,25.83,1
,1.0,,1,0,,3,3.0,2.0,4,5.0,0.0,,1.67,1
1.0,1.0,,0,0,,6,5.0,4.0,3,3.0,0.0,,17.42,1
,1.0,,0,1,,0,1.0,2.0,2,4.0,3.0,,2.08,1
1.0,1.0,,0,0,,4,4.0,2.0,2,6.0,3.0,,30.92,2
1.0,1.0,,1,0,,3,3.0,6.5,2,3.0,,,18.08,2
1.0,1.0,,1,0,,5,7.0,7.0,3,6.0,1.0,,49.0,1
,1.0,,0,0,,6,5.0,1.0,1,6.0,1.0,,40.0,2
,1.0,,1,0,,1,1.0,0.0,3,4.0,4.0,,5.0,1
1.0,1.0,,1,0,,3,3.0,0.0,2,6.0,,,23.5,1
1.0,1.0,,1,0,,4,5.0,2.0,3,5.0,3.0,,32.5,2
1.0,1.0,,1,0,,5,6.0,1.0,4,6.0,3.0,,50.67,1
0.0,0.0,1.0,0,0,,3,3.0,1.0,3,4.0,1.0,,1.17,
1.0,1.0,,0,0,,3,3.0,0.0,1,3.0,1.0,,5.25,1
0.0,0.0,1.0,1,0,,2,2.0,0.0,1,4.0,5.0,,0.0,
1.0,1.0,,0,0,,4,3.0,0.0,1,5.0,,1.0,23.08,5
1.0,1.0,,1,0,,5,6.0,0.0,3,4.0,,,44.83,2
0.0,0.0,1.0,0,0,,2,1.0,1.0,2,6.0,,1.0,0.5,
,1.0,,1,0,,2,2.0,0.0,3,5.0,1.0,,5.58,1
0.0,0.0,1.0,1,0,,3,3.0,0.0,3,4.0,3.0,,0.5,
1.0,1.0,,1,2,,1,1.0,1.0,2,2.0,3.0,,3.0,1
,1.0,,0,0,,1,1.0,1.0,3,6.0,,,2.0,2
1.0,1.0,,1,0,,6,6.0,1.0,3,6.0,5.0,,45.58,1
1.0,1.0,,0,0,,4,4.0,0.0,1,5.0,3.0,,35.58,1
1.0,1.0,,0,0,,3,3.0,3.0,3,5.0,,,12.25,1
1.0,1.0,,1,0,,5,5.0,1.0,3,4.0,,,32.58,2
1.0,1.0,,0,0,,3,2.0,1.0,3,5.0,1.0,,7.92,2
